"yyyy" "mm" "dd" "Duparquet" "Canpiapiscau" "Fermont" "Goose_Bay"
"21510" 2009 12 6 -22.52 -22.82 -24.27 -22.74
"21511" 2009 12 7 -22.52 -23.04 -24.48 -22.24
"21512" 2009 12 8 -22.56 -23.21 -24.24 -21.86
"21513" 2009 12 9 -22.85 -23.28 -24.1 -21.29
"21514" 2009 12 10 -25.16 -23.76 -24.42 -21.15
"21515" 2009 12 11 -26.16 -25.12 -24.68 -20.63
"21516" 2009 12 12 -26.31 -24.66 -25.11 -20.19
"21517" 2009 12 13 -26.27 -24.77 -25.4 -20.28
"21518" 2009 12 14 -26.18 -24.38 -25.08 -20.3
"21519" 2009 12 15 -26.22 -24.29 -25.06 -20.26
"21520" 2009 12 16 -26.27 -24.84 -25.39 -20.71
"21521" 2009 12 17 -26.28 -25.97 -25.56 -20.65
"21522" 2009 12 18 -26.28 -25.82 -25.28 -20.55
"21523" 2009 12 19 -26.27 -24.61 -24.77 -19.81
"21524" 2009 12 20 -26.27 -24.26 -24.44 -18.6
"21525" 2009 12 21 -26.27 -23.37 -23.58 -17.8
"21526" 2009 12 22 -26.25 -22.7 -22.66 -17.17
"21527" 2009 12 23 -26.12 -22.47 -22.01 -16.95
"21528" 2009 12 24 -25.85 -22.36 -21.89 -16.88
"21529" 2009 12 25 -25.76 -22.15 -21.82 -16.83
"21530" 2009 12 26 -25.46 -22.07 -21.73 -16.78
"21531" 2009 12 27 -23.66 -22.01 -21.58 -16.78
"21532" 2009 12 28 -23.03 -22.16 -21.63 -16.82
"21533" 2009 12 29 -23.08 -22.69 -21.9 -16.75
"21534" 2009 12 30 -23.13 -22.81 -21.96 -17.19
"21535" 2009 12 31 -23.26 -22.83 -21.99 -17.3
"21536" 2010 1 1 -25.15 -30.13 -32.89 -17.31
"21537" 2010 1 2 -25.87 -31.55 -34.57 -18.02
"21538" 2010 1 3 -26.02 -24.26 -23.19 -13.7
"21539" 2010 1 4 -24.45 -21.35 -18.94 -12.2
"21540" 2010 1 5 -22.65 -20.82 -17.58 -12.66
"21541" 2010 1 6 -22.13 -20.17 -17.67 -12.92
"21542" 2010 1 7 -21.96 -19.27 -18.08 -13.66
"21543" 2010 1 8 -21.96 -19.35 -18.76 -14.04
"21544" 2010 1 9 -22.01 -19.37 -18.88 -14.32
"21545" 2010 1 10 -22.08 -19.43 -18.91 -14.4
"21546" 2010 1 11 -22.13 -19.48 -18.95 -14.68
"21547" 2010 1 12 -22.23 -19.56 -19.03 -14.84
"21548" 2010 1 13 -22.36 -19.58 -19.04 -14.92
"21549" 2010 1 14 -22.25 -19.68 -19.07 -14.91
"21550" 2010 1 15 -22.37 -20.91 -19.57 -14.99
"21551" 2010 1 16 -22.75 -21.11 -19.79 -15.09
"21552" 2010 1 17 -23.12 -21.24 -19.95 -15.14
"21553" 2010 1 18 -23.09 -21.24 -20 -15.15
"21554" 2010 1 19 -23.41 -21.25 -20.28 -15.13
"21555" 2010 1 20 -23.65 -21.25 -20.34 -15.13
"21556" 2010 1 21 -23.68 -21.6 -20.43 -15.16
"21557" 2010 1 22 -23.68 -21.93 -20.65 -15.31
"21558" 2010 1 23 -23.68 -22.31 -20.82 -15.34
"21559" 2010 1 24 -23.68 -22.42 -20.88 -15.36
"21560" 2010 1 25 -22.13 -22.45 -20.9 -15.36
"21561" 2010 1 26 -21.02 -22.75 -20.04 -15.52
"21562" 2010 1 27 -21.16 -23.2 -20.3 -16.11
"21563" 2010 1 28 -21.22 -23.52 -20.41 -16.06
"21564" 2010 1 29 -21.32 -23.59 -20.52 -16.19
"21565" 2010 1 30 -21.34 -23.91 -20.75 -16.48
"21566" 2010 1 31 -21.39 -24.18 -20.86 -16.61
"21567" 2010 2 1 -30.2 -31.63 -38.38 -33.82
"21568" 2010 2 2 -28.75 -31.22 -34.76 -29.72
"21569" 2010 2 3 -31.82 -35.77 -38.15 -29.07
"21570" 2010 2 4 -33.13 -36.87 -36.28 -29.18
"21571" 2010 2 5 -32.62 -32.42 -34.94 -29.87
"21572" 2010 2 6 -31.91 -27.38 -32.13 -23.46
"21573" 2010 2 7 -29.88 -28.77 -32.5 -18.53
"21574" 2010 2 8 -27.97 -28.02 -29.42 -18.54
"21575" 2010 2 9 -26.86 -27.69 -28.14 -19.42
"21576" 2010 2 10 -26.63 -27.63 -28.14 -19.22
"21577" 2010 2 11 -26.56 -27.48 -28.14 -18.8
"21578" 2010 2 12 -26.35 -27.4 -28.24 -18.42
"21579" 2010 2 13 -26.24 -27.94 -28.65 -19.63
"21580" 2010 2 14 -26.57 -27.64 -27.96 -19.13
"21581" 2010 2 15 -25.25 -25.47 -26.21 -18.9
"21582" 2010 2 16 -25.21 -25.41 -25.64 -18.83
"21583" 2010 2 17 -25.23 -25.17 -25.17 -18.59
"21584" 2010 2 18 -24.82 -24.81 -24.65 -18.23
"21585" 2010 2 19 -24.36 -24.79 -24.57 -18.37
"21586" 2010 2 20 -24.16 -24.66 -24.38 -18.18
"21587" 2010 2 21 -24.18 -24.48 -24.11 -17.8
"21588" 2010 2 22 -24.19 -24.25 -23.65 -17.48
"21589" 2010 2 23 -24.31 -24.02 -23.27 -17.36
"21590" 2010 2 24 -24.26 -23.73 -23.04 -17.33
"21591" 2010 2 25 -24.02 -23.66 -23.09 -17.32
"21592" 2010 2 26 -23.3 -23.76 -23.13 -17.31
"21593" 2010 2 27 -22.75 -23.76 -23.12 -17.28
"21594" 2010 2 28 -22.68 -23.7 -23.1 -17.26
"21595" 2010 3 1 -17.28 -18.38 -22.81 -13.28
"21596" 2010 3 2 -16.41 -20.85 -21.54 -11.62
"21597" 2010 3 3 -16.42 -25.36 -22.53 -11.38
"21598" 2010 3 4 -16.79 -25.35 -23.37 -12.71
"21599" 2010 3 5 -16.8 -26.63 -23.72 -12.89
"21600" 2010 3 6 -16.47 -24 -23.73 -13.19
"21601" 2010 3 7 -16.68 -24.22 -23.76 -13.75
"21602" 2010 3 8 -17.19 -26.07 -26.13 -14.92
"21603" 2010 3 9 -17.78 -26.04 -26.36 -17.36
"21604" 2010 3 10 -18.12 -25.74 -26.12 -17.92
"21605" 2010 3 11 -18.18 -25.71 -26.14 -18.22
"21606" 2010 3 12 -18.17 -25.62 -26.12 -18.66
"21607" 2010 3 13 -17.85 -25.49 -26.04 -18.93
"21608" 2010 3 14 -17.57 -25.21 -25.82 -18.88
"21609" 2010 3 15 -17.57 -25.05 -25.69 -18.74
"21610" 2010 3 16 -17.37 -24.73 -25.46 -18.76
"21611" 2010 3 17 -15.94 -24.66 -25.51 -18.98
"21612" 2010 3 18 -14.89 -24.85 -25.32 -19.37
"21613" 2010 3 19 -15.42 -24.83 -25.36 -19.55
"21614" 2010 3 20 -16.22 -24.88 -25.52 -19.69
"21615" 2010 3 21 -16.44 -24.97 -25.59 -20.71
"21616" 2010 3 22 -16.64 -25.02 -25.5 -21.01
"21617" 2010 3 23 -16.65 -24.99 -25.37 -21.11
"21618" 2010 3 24 -16.63 -25 -25.52 -21.08
"21619" 2010 3 25 -17.2 -25.99 -26.62 -20.44
"21620" 2010 3 26 -18.15 -26.51 -26.81 -20.73
"21621" 2010 3 27 -18.18 -26.73 -26.88 -20.7
"21622" 2010 3 28 -17.88 -26.75 -26.84 -20.7
"21623" 2010 3 29 -18.08 -26.91 -26.26 -20.73
"21624" 2010 3 30 -18.08 -26.77 -26.12 -20.54
"21625" 2010 3 31 -18.06 -26.74 -26.11 -20.52
"21626" 2010 4 1 -11.94 -19.02 -18.49 -16.67
"21627" 2010 4 2 -11.04 -17.47 -17.85 -15.33
"21628" 2010 4 3 -10.51 -17.48 -17.43 -15.27
"21629" 2010 4 4 -8.73 -16.78 -16.54 -15.29
"21630" 2010 4 5 -9.67 -15.42 -15.42 -11.65
"21631" 2010 4 6 -10.26 -15.6 -15.41 -10.66
"21632" 2010 4 7 -10.69 -16.49 -15.18 -12.45
"21633" 2010 4 8 -11.44 -18.21 -15.77 -12.74
"21634" 2010 4 9 -16.51 -18.94 -16.36 -12.95
"21635" 2010 4 10 -16.52 -20.05 -15.55 -11.5
"21636" 2010 4 11 -16.53 -20.79 -16.52 -9.87
"21637" 2010 4 12 -16.57 -20.54 -16.87 -10.8
"21638" 2010 4 13 -16.59 -20.57 -16.91 -10.98
"21639" 2010 4 14 -16.59 -20.64 -17.06 -11.04
"21640" 2010 4 15 -16.44 -20.65 -17.12 -11.08
"21641" 2010 4 16 -14.02 -20.64 -17.12 -11.35
"21642" 2010 4 17 -13.34 -20.65 -17.16 -11.89
"21643" 2010 4 18 -13.36 -20.6 -17.59 -11.23
"21644" 2010 4 19 -13.36 -20.5 -17.68 -11
"21645" 2010 4 20 -13.37 -20.44 -17.55 -10.8
"21646" 2010 4 21 -13.4 -20.41 -17.43 -10.53
"21647" 2010 4 22 -13.41 -20.23 -17.2 -10.84
"21648" 2010 4 23 -13.41 -20.34 -17.14 -11
"21649" 2010 4 24 -13.43 -20.4 -17.17 -10.98
"21650" 2010 4 25 -13.45 -20.39 -17.16 -10.98
"21651" 2010 4 26 -13.45 -20.39 -17.19 -11.01
"21652" 2010 4 27 -13.51 -20.57 -17.29 -11.02
"21653" 2010 4 28 -13.59 -20.57 -17.32 -11.37
"21654" 2010 4 29 -13.59 -20.68 -17.38 -11.76
"21655" 2010 4 30 -13.59 -20.79 -17.71 -11.83
"21656" 2010 5 1 -12.45 -20.56 -20.6 -15.29
"21657" 2010 5 2 -5.15 -18.7 -14.13 -15.26
"21658" 2010 5 3 -5.17 -16.79 -10.01 -14.91
"21659" 2010 5 4 -5.74 -16.67 -10.84 -13.11
"21660" 2010 5 5 -7.22 -16.93 -13.13 -12
"21661" 2010 5 6 -10.28 -17.58 -13.99 -12.13
"21662" 2010 5 7 -11.29 -19.54 -15.12 -11.6
"21663" 2010 5 8 -11.3 -19.58 -15.63 -11.77
"21664" 2010 5 9 -11.44 -19.06 -16.05 -11.96
"21665" 2010 5 10 -11.51 -19.53 -16.39 -11.97
"21666" 2010 5 11 -11.61 -19.53 -16.4 -12.01
"21667" 2010 5 12 -11.61 -19.51 -16.41 -12.41
"21668" 2010 5 13 -11.61 -19.52 -16.45 -15.23
"21669" 2010 5 14 -11.6 -19.49 -16.49 -15.88
"21670" 2010 5 15 -11.36 -19.45 -16.47 -15.96
"21671" 2010 5 16 -11.36 -19.44 -16.46 -16.23
"21672" 2010 5 17 -11.36 -19.44 -16.46 -15.77
"21673" 2010 5 18 -11.36 -19.4 -16.45 -15.61
"21674" 2010 5 19 -11.37 -19.35 -16.42 -15.6
"21675" 2010 5 20 -11.2 -19.27 -16.47 -15.67
"21676" 2010 5 21 -11.19 -19.27 -16.52 -16.82
"21677" 2010 5 22 -11.19 -19.26 -16.54 -16.94
"21678" 2010 5 23 -11.16 -18.99 -16.46 -16.94
"21679" 2010 5 24 -11.15 -18.72 -16.18 -16.93
"21680" 2010 5 25 -11.11 -18.48 -15.96 -16.92
"21681" 2010 5 26 -11 -18.21 -15.73 -16.88
"21682" 2010 5 27 -10.21 -18.11 -15.67 -16.44
"21683" 2010 5 28 -9.94 -18.09 -15.64 -15.93
"21684" 2010 5 29 -9.94 -17.96 -15.49 -15.83
"21685" 2010 5 30 -9.95 -17.8 -15.32 -15.8
"21686" 2010 5 31 -9.94 -17.76 -15.34 -15.71
"21687" 2010 6 1 -7.73 -16.17 -14.43 NA
"21688" 2010 6 2 -10.07 -14.16 -11.76 -9.22
"21689" 2010 6 3 -11.59 -15.66 -13.85 -9.63
"21690" 2010 6 4 -11.88 -15.79 -13.95 -10.11
"21691" 2010 6 5 -11.95 -16.34 -14.39 -10.21
"21692" 2010 6 6 -12.06 -16.43 -14.71 -10.33
"21693" 2010 6 7 -12.59 -16.45 -14.82 -11.07
"21694" 2010 6 8 -13.55 -16.47 -14.95 -14.46
"21695" 2010 6 9 -13.74 -16.47 -14.98 -16
"21696" 2010 6 10 -14.46 -16.48 -15 -16.34
"21697" 2010 6 11 -14.49 -16.54 -15.09 -16.34
"21698" 2010 6 12 -14.54 -16.62 -15.2 -16.32
"21699" 2010 6 13 -14.52 -16.85 -15.28 -16.36
"21700" 2010 6 14 -14.13 -17.12 -15.47 -16.44
"21701" 2010 6 15 -14.04 -17.32 -15.58 -16.29
"21702" 2010 6 16 -14 -17.34 -15.6 -16.14
"21703" 2010 6 17 -13.83 -17.25 -15.55 -16.13
"21704" 2010 6 18 -13.7 -17.28 -15.42 -16.1
"21705" 2010 6 19 -13.29 -17.04 -15.2 -16.08
"21706" 2010 6 20 -13.14 -16.51 -14.87 -15.76
"21707" 2010 6 21 -13.17 -16.53 -14.89 -15.67
"21708" 2010 6 22 -13.13 -16.57 -14.9 -15.69
"21709" 2010 6 23 -12.69 -16.52 -14.8 -15.7
"21710" 2010 6 24 -11.94 -15.94 -14.36 -15.57
"21711" 2010 6 25 -11.99 -15.96 -14.44 -14.68
"21712" 2010 6 26 -12.09 -16.19 -14.81 -14.72
"21713" 2010 6 27 -12.1 -16.61 -15.28 -15.08
"21714" 2010 6 28 -12.2 -16.75 -15.44 -15.41
"21715" 2010 6 29 -12.48 -16.83 -15.49 -15.43
"21716" 2010 6 30 -13.94 -16.98 -15.36 -15.44
"21717" 2010 7 1 -15.55 -19.34 -14.44 -11.25
"21718" 2010 7 2 -15.45 -19.21 -15.48 -9.89
"21719" 2010 7 3 -14.71 -19.1 -15.58 -10.16
"21720" 2010 7 4 -12.25 -18.98 -15.24 -10.71
"21721" 2010 7 5 -11.24 -18.88 -14.61 -10.96
"21722" 2010 7 6 -11.72 -16.69 -12.59 -11.6
"21723" 2010 7 7 -12.02 -16.33 -12.57 -11.71
"21724" 2010 7 8 -11.99 -16.32 -12.57 -11.56
"21725" 2010 7 9 -11.83 -16.35 -12.6 -11.58
"21726" 2010 7 10 -11.93 -16.28 -12.63 -11.6
"21727" 2010 7 11 -11.97 -16.2 -12.78 -11.25
"21728" 2010 7 12 -11.95 -16.22 -12.79 -11.29
"21729" 2010 7 13 -11.96 -16.13 -12.76 -11.35
"21730" 2010 7 14 -12.07 -16.25 -12.84 -11.34
"21731" 2010 7 15 -11.92 -16.31 -12.92 -11.38
"21732" 2010 7 16 -11.31 -16.32 -12.84 -11.4
"21733" 2010 7 17 -11.71 -16.17 -12.61 -11.45
"21734" 2010 7 18 -12.46 -16.1 -13.27 -11.29
"21735" 2010 7 19 -12.46 -16.15 -13.93 -11.07
"21736" 2010 7 20 -12.46 -16.22 -14 -11.28
"21737" 2010 7 21 -12.49 -16.43 -14.16 -11.32
"21738" 2010 7 22 -12.56 -16.45 -14.21 -11.36
"21739" 2010 7 23 -12.56 -16.5 -14.25 -11.38
"21740" 2010 7 24 -12.5 -16.54 -14.28 -11.43
"21741" 2010 7 25 -12.4 -16.61 -14.41 -11.48
"21742" 2010 7 26 -12.45 -17.26 -15.04 -11.56
"21743" 2010 7 27 -12.45 -17.44 -15.47 -11.79
"21744" 2010 7 28 -12.29 -17.38 -15.31 -11.92
"21745" 2010 7 29 -12.25 -17.11 -15.02 -11.8
"21746" 2010 7 30 -12.28 -17.11 -15.12 -11.71
"21747" 2010 7 31 -12.28 -17.11 -15.13 -11.75
"21748" 2010 8 1 -13.03 -15.28 -14.82 -14.47
"21749" 2010 8 2 -11.66 -14.37 -14.12 -14.61
"21750" 2010 8 3 -11.28 -13.96 -13.89 -14.08
"21751" 2010 8 4 -10.82 -14.55 -14.55 -13.09
"21752" 2010 8 5 -11.83 -14.86 -14.27 -11.27
"21753" 2010 8 6 -15.34 -15.82 -15.58 -7.67
"21754" 2010 8 7 -15.51 -18.07 -17.76 -7.47
"21755" 2010 8 8 -15.51 -18.59 -17.77 -7.94
"21756" 2010 8 9 -15.51 -18.93 -17.97 -8.4
"21757" 2010 8 10 -15.51 -19.21 -17.99 -9.75
"21758" 2010 8 11 -15.5 -19.24 -18.02 -10.3
"21759" 2010 8 12 -15.5 -19.28 -18.04 -10.79
"21760" 2010 8 13 -15.46 -19.28 -18.05 -11.04
"21761" 2010 8 14 -14.97 -19.28 -18.05 -11.09
"21762" 2010 8 15 -14.06 -18.83 -17.52 -11.1
"21763" 2010 8 16 -13.41 -18.13 -16.9 -11.11
"21764" 2010 8 17 -13.63 -16.3 -16.27 -11.08
"21765" 2010 8 18 -13.82 -16.28 -16.18 -10.53
"21766" 2010 8 19 -13.91 -16.36 -16.17 -10.29
"21767" 2010 8 20 -13.94 -16.33 -16.14 -10.31
"21768" 2010 8 21 -13.92 -16.18 -15.84 -10.22
"21769" 2010 8 22 -13.47 -16.13 -15.53 -10.19
"21770" 2010 8 23 -13.35 -16.11 -15.49 -10.19
"21771" 2010 8 24 -13.35 -16.1 -15.49 -10.2
"21772" 2010 8 25 -13.28 -16.1 -15.49 -10.39
"21773" 2010 8 26 -13.31 -15.98 -15.42 -10.38
"21774" 2010 8 27 -13.42 -15.83 -15.34 -10.36
"21775" 2010 8 28 -13.44 -15.84 -15.36 -10.71
"21776" 2010 8 29 -13.44 -15.83 -15.36 -10.73
"21777" 2010 8 30 -13.43 -15.82 -15.34 -10.76
"21778" 2010 8 31 -13.39 -15.8 -15.16 -10.85
"21779" 2010 9 1 -10 -15.71 -9.21 -18.33
"21780" 2010 9 2 -9.69 -9.56 -7.76 -14.16
"21781" 2010 9 3 -10.33 -9.96 -8.23 -12.67
"21782" 2010 9 4 -11.66 -11.09 -9.63 -12.84
"21783" 2010 9 5 -12.57 -16.86 -12.36 -11.72
"21784" 2010 9 6 -12.94 -19.59 -13.19 -11.54
"21785" 2010 9 7 -12.87 -19.96 -13.28 -12.47
"21786" 2010 9 8 -11.45 -19.9 -13.32 -12.4
"21787" 2010 9 9 -11.26 -19.89 -13.3 -12.24
"21788" 2010 9 10 -11.29 -19.89 -13.26 -11.86
"21789" 2010 9 11 -11.29 -19.89 -13.27 -11.47
"21790" 2010 9 12 -11.33 -19.89 -13.27 -11.32
"21791" 2010 9 13 -11.53 -19.81 -13.19 -11.32
"21792" 2010 9 14 -12.11 -19.69 -13.12 -11.29
"21793" 2010 9 15 -12.49 -19.64 -13.15 -11.18
"21794" 2010 9 16 -12.54 -19.6 -13.5 -10.95
"21795" 2010 9 17 -12.55 -19.84 -14.14 -10.7
"21796" 2010 9 18 -12.57 -19.92 -14.33 -10.61
"21797" 2010 9 19 -12.59 -19.82 -14.49 -10.6
"21798" 2010 9 20 -12.66 -19.84 -14.56 -10.63
"21799" 2010 9 21 -12.69 -19.88 -14.62 -10.68
"21800" 2010 9 22 -12.5 -19.86 -14.66 -10.8
"21801" 2010 9 23 -12.52 -19.87 -14.71 -10.91
"21802" 2010 9 24 -12.98 -19.84 -14.74 -11.03
"21803" 2010 9 25 -13.34 -19.81 -14.74 -11.04
"21804" 2010 9 26 -13.46 -19.81 -14.74 -11.05
"21805" 2010 9 27 -13.46 -19.8 -14.74 -11.07
"21806" 2010 9 28 -13.46 -19.76 -14.74 -11.1
"21807" 2010 9 29 -13.46 -19.76 -14.73 -11.41
"21808" 2010 9 30 -13.43 -19.75 -14.74 -11.66
"21809" 2010 10 1 -16.94 -13.11 -12.25 -15.36
"21810" 2010 10 2 -13.69 -18.48 -15.66 -15.89
"21811" 2010 10 3 -11.82 -21.25 -19.3 -15.75
"21812" 2010 10 4 -11.73 -20.64 -19.31 -15.79
"21813" 2010 10 5 -11.73 -18.76 -18.45 -15.76
"21814" 2010 10 6 -11.73 -18.45 -18.03 -15.75
"21815" 2010 10 7 -11.79 -18.23 -17.77 -15.56
"21816" 2010 10 8 -12.18 -18.33 -17.06 -14.32
"21817" 2010 10 9 -12.24 -20.15 -17.59 -14.43
"21818" 2010 10 10 -12.23 -21.33 -18.84 -14.71
"21819" 2010 10 11 -12.16 -21.57 -19.35 -14.96
"21820" 2010 10 12 -11.92 -20.97 -19.33 -15.19
"21821" 2010 10 13 -11.92 -20.83 -19.31 -15.67
"21822" 2010 10 14 -12.06 -20.78 -19.25 -15.73
"21823" 2010 10 15 -12.02 -20.76 -19.21 -15.73
"21824" 2010 10 16 -12.04 -20.74 -19.24 -15.69
"21825" 2010 10 17 -12.31 -20.79 -19.24 -15.39
"21826" 2010 10 18 -13.19 -21.28 -19.6 -14.99
"21827" 2010 10 19 -13.53 -22.02 -20.27 -15.19
"21828" 2010 10 20 -14.41 -22.26 -20.37 -15.29
"21829" 2010 10 21 -15.65 -22.31 -20.38 -15.28
"21830" 2010 10 22 -15.83 -22.24 -20.19 -15.22
"21831" 2010 10 23 -15.87 -22.31 -20.25 -15.38
"21832" 2010 10 24 -15.87 -22.3 -20.23 -15.7
"21833" 2010 10 25 -15.77 -22.26 -20.23 -15.68
"21834" 2010 10 26 -15.56 -22.24 -20.23 -15.68
"21835" 2010 10 27 -14.13 -22.1 -19.96 -15.68
"21836" 2010 10 28 -14.3 -21.58 -19.14 -15.48
"21837" 2010 10 29 -15 -21.47 -19.11 -15.39
"21838" 2010 10 30 -15.04 -21.49 -19.39 -15.31
"21839" 2010 10 31 -15.07 -21.63 -19.61 -15.5
"21840" 2010 11 1 -19.68 -11.02 -9.89 -5.47
"21841" 2010 11 2 -18.77 -13.64 -11.1 -8.46
"21842" 2010 11 3 -18.44 -15.41 -15.91 -10.21
"21843" 2010 11 4 -21.45 -17.85 -18.81 -11.26
"21844" 2010 11 5 -21.29 -22.62 -21.83 -13.01
"21845" 2010 11 6 -19.83 -24.13 -20.89 -10.01
"21846" 2010 11 7 -19.52 -24.03 -20.66 -9.94
"21847" 2010 11 8 -19.39 -23.88 -20.63 -10.13
"21848" 2010 11 9 -19.36 -23.63 -20.33 -10.15
"21849" 2010 11 10 -19.34 -23.44 -20.09 -10.24
"21850" 2010 11 11 -19.32 -23.15 -19.89 -10.26
"21851" 2010 11 12 -19.28 -22.99 -19.85 -10.27
"21852" 2010 11 13 -19.15 -22.67 -20.06 -10.3
"21853" 2010 11 14 -18.32 -22.57 -20.46 -10.47
"21854" 2010 11 15 -16.21 -22.18 -19.65 -10.48
"21855" 2010 11 16 -16.32 -21.84 -19.14 -10.49
"21856" 2010 11 17 -16.54 -21.87 -19.41 -10.51
"21857" 2010 11 18 -16.91 -23.45 -21.4 -10.88
"21858" 2010 11 19 -16.93 -25.13 -22 -11.23
"21859" 2010 11 20 -17.99 -25.22 -21.83 -11.41
"21860" 2010 11 21 -18.09 -24.98 -21.74 -11.44
"21861" 2010 11 22 -17.64 -24.8 -21.59 -11.47
"21862" 2010 11 23 -16.07 -24.71 -21.36 -11.5
"21863" 2010 11 24 -14.95 -24.38 -20.93 -11.49
"21864" 2010 11 25 -14.94 -24.16 -20.99 -11.44
"21865" 2010 11 26 -16.19 -23.97 -20.92 -11.39
"21866" 2010 11 27 -16.92 -23.79 -21.09 -11.49
"21867" 2010 11 28 -16.92 -23.82 -21.24 -11.59
"21868" 2010 11 29 -16.91 -23.59 -21.19 -11.64
"21869" 2010 11 30 -16.83 -23.48 -21.22 -11.65
"21870" 2010 12 1 -10.86 -22.12 -21.71 -10.29
"21871" 2010 12 2 -11.65 -22.14 -17.6 -4.83
"21872" 2010 12 3 -12.25 -19.64 -15.91 -3.7
"21873" 2010 12 4 -12.67 -18.4 -15.67 -4.07
"21874" 2010 12 5 -14.21 -17.33 -15.02 -4.73
"21875" 2010 12 6 -16.91 -17.99 -15.5 -4.69
"21876" 2010 12 7 -17.44 -17.59 -15.53 -5.89
"21877" 2010 12 8 -17.6 -17.51 -15.69 -6.08
"21878" 2010 12 9 -17.63 -17.72 -15.98 -6.83
"21879" 2010 12 10 -17.66 -17.76 -16.03 -7.16
"21880" 2010 12 11 -18.1 -17.89 -16.12 -7.21
"21881" 2010 12 12 -18.4 -18.02 -16.21 -7.27
"21882" 2010 12 13 -19.81 -18.82 -17.06 -7.56
"21883" 2010 12 14 -20.23 -19.5 -17.27 -7.8
"21884" 2010 12 15 -20.58 -18.45 -16.94 -7.74
"21885" 2010 12 16 -20.65 -18.38 -16.83 -7.93
"21886" 2010 12 17 -20.64 -18.34 -16.81 -8.21
"21887" 2010 12 18 -20.92 -18.34 -16.83 -8.57
"21888" 2010 12 19 -21.06 -18.67 -17.03 -8.96
"21889" 2010 12 20 -21.07 -18.84 -17.61 -8.73
"21890" 2010 12 21 -21.09 -18.77 -17.59 -8.58
"21891" 2010 12 22 -21.19 -18.77 -17.55 -8.55
"21892" 2010 12 23 -21.19 -18.76 -17.54 -8.61
"21893" 2010 12 24 -21.17 -18.75 -17.54 -8.56
"21894" 2010 12 25 -21.06 -18.74 -17.54 -8.6
"21895" 2010 12 26 -20.96 -18.74 -17.54 -8.56
"21896" 2010 12 27 -20.94 -18.74 -17.55 -8.64
"21897" 2010 12 28 -20.96 -18.72 -17.55 -9.78
"21898" 2010 12 29 -20.96 -18.7 -17.55 -10.62
"21899" 2010 12 30 -20.92 -18.7 -17.55 -10.9
"21900" 2010 12 31 -20.57 -18.74 -17.6 -11.24
"21901" 2011 1 1 -9.6 -23.26 -21.92 -11.47
"21902" 2011 1 2 -11.48 -23.39 -21.81 -10.41
"21903" 2011 1 3 -12.25 -24.5 -21.47 -9.39
"21904" 2011 1 4 -12.34 -24.33 -21.55 -9.38
"21905" 2011 1 5 -12.41 -23.93 -22.01 -10.7
"21906" 2011 1 6 -12.53 -23.31 -22.01 -12.11
"21907" 2011 1 7 -13.74 -23.23 -22.01 -12.11
"21908" 2011 1 8 -14.82 -23.23 -22.04 -12.1
"21909" 2011 1 9 -15.08 -23.18 -21.96 -12.22
"21910" 2011 1 10 -15.52 -22.83 -21.27 -12.63
"21911" 2011 1 11 -15.58 -22.62 -21.13 -12.95
"21912" 2011 1 12 -15.61 -22.46 -21.07 -12.75
"21913" 2011 1 13 -15.7 -22.37 -20.82 -12.54
"21914" 2011 1 14 -15.84 -22.25 -20.59 -12.35
"21915" 2011 1 15 -17.15 -22.2 -20.53 -12.31
"21916" 2011 1 16 -19.32 -22.2 -20.55 -12.39
"21917" 2011 1 17 -19.45 -22.23 -20.59 -12.62
"21918" 2011 1 18 -21.42 -22.46 -21.05 -12.7
"21919" 2011 1 19 -22.3 -22.67 -21.61 -13.48
"21920" 2011 1 20 -22.31 -22.68 -21.62 -13.76
"21921" 2011 1 21 -22.4 -22.68 -21.63 -13.71
"21922" 2011 1 22 -22.51 -23.08 -21.96 -14.33
"21923" 2011 1 23 -22.57 -23.9 -22.21 -15.05
"21924" 2011 1 24 -22.6 -24.03 -22.29 -15.61
"21925" 2011 1 25 -22.78 -24.05 -22.3 -16.76
"21926" 2011 1 26 -22.93 -24.12 -22.39 -16.8
"21927" 2011 1 27 -23.04 -24.2 -22.53 -16.82
"21928" 2011 1 28 -23.16 -24.21 -22.54 -17.03
"21929" 2011 1 29 -23.21 -24.22 -22.57 -17.17
"21930" 2011 1 30 -23.22 -24.25 -22.59 -17.25
"21931" 2011 1 31 -23.22 -24.29 -22.62 -17.27
"21932" 2011 2 1 -37.26 -45.05 -41.56 -35.51
"21933" 2011 2 2 -35.14 -42.11 -38.87 -31.51
"21934" 2011 2 3 -31.05 -41.46 -38.25 -30.73
"21935" 2011 2 4 -23.81 -40.07 -37.69 -32.87
"21936" 2011 2 5 -24.42 -37.81 -36.49 -32.98
"21937" 2011 2 6 -23.32 -35.82 -34.27 -33.29
"21938" 2011 2 7 -23.49 -35.75 -33.96 -31.74
"21939" 2011 2 8 -23.79 -35.67 -33.95 -31.96
"21940" 2011 2 9 -23.97 -35.52 -33.92 -36.28
"21941" 2011 2 10 -24.24 -34.94 -33.57 -37.8
"21942" 2011 2 11 -24.33 -34.73 -33.38 -36.83
"21943" 2011 2 12 -25.19 -35.77 -33.73 -36.45
"21944" 2011 2 13 -25.84 -36.66 -33.93 -34.88
"21945" 2011 2 14 -26.36 -36.51 -33.81 -33.83
